Food_Item,Category,Sugar_Content (g),Calories (kcal),Protein (g),Fiber (g),Carbohydrates (g),Glycemic_Index,Ripeness,Size,Average_Weight (g),Fruit
Dragon Fruit,Fruit,7.6,85.4,1.7,1.0,7.6,61,Overripe,Small,254.5,True
Banana,Fruit,8.6,73.7,2.9,0.6,17.4,51,Overripe,Medium,74.4,True
Pomegranate,Fruit,11.2,71.6,1.3,0.9,5.5,54,Unripe,Medium,232.9,True
Drumstick,Vegetable,2.7,48.4,4.2,7.8,14.5,32,Overripe,Small,153.9,False
Custard Apple,Fruit,1.7,71.3,1.4,4.2,24.2,72,Overripe,Medium,144.2,True
Mango,Fruit,3.8,72.7,1.3,2.0,9.9,55,Unripe,Medium,73.6,True
Sapodilla,Fruit,11.4,82.1,0.7,3.8,13.4,54,Ripe,Small,489.9,True
Fig,Fruit,15.0,45.0,3.0,3.4,23.8,68,Overripe,Small,241.3,True
Custard Apple,Fruit,12.3,83.5,0.9,2.9,11.7,74,Unripe,Small,139.0,True
Beetroot,Vegetable,3.3,30.1,3.7,2.7,12.4,44,Ripe,Small,311.3,False
Fig,Fruit,2.8,59.5,0.8,3.5,20.4,93,Ripe,Medium,187.1,True
Colocasia,Vegetable,0.3,41.4,2.8,7.3,9.8,28,Unripe,Medium,657.7,False
Cabbage,Vegetable,1.7,64.4,1.4,1.9,9.8,44,Ripe,Large,431.9,False
Jackfruit,Fruit,12.7,98.7,2.9,2.7,22.9,93,Overripe,Medium,368.8,True
Turnip,Vegetable,3.8,34.4,3.7,3.9,14.1,58,Ripe,Large,1108.9,False
Watermelon,Fruit,13.9,34.9,2.0,3.8,20.2,97,Ripe,Small,396.4,True
Cauliflower,Vegetable,3.4,43.2,2.9,5.5,5.2,59,Ripe,Medium,456.3,False
Bitter Gourd,Vegetable,4.3,58.5,3.0,7.6,9.8,38,Overripe,Large,150.0,False
Sweet Lime,Fruit,7.6,94.2,1.9,2.1,6.5,54,Overripe,Large,174.4,True
Cauliflower,Vegetable,0.5,59.1,2.0,1.5,6.3,54,Unripe,Large,468.3,False
Guava,Fruit,0.8,74.8,0.7,4.5,23.2,46,Ripe,Large,85.7,True
Grapes,Fruit,1.8,54.5,2.6,2.3,12.8,83,Overripe,Medium,108.7,True
Pineapple,Fruit,15.5,89.7,0.8,3.4,15.2,93,Ripe,Medium,304.8,True
Pineapple,Fruit,18.8,81.7,1.2,1.4,22.6,50,Overripe,Medium,389.4,True
Carrot,Vegetable,3.3,23.5,3.4,4.7,4.9,52,Ripe,Large,331.2,False
Orange,Fruit,18.1,99.2,1.7,3.3,13.1,52,Overripe,Medium,117.4,True
Pomegranate,Fruit,15.7,47.0,2.4,2.1,18.8,87,Overripe,Small,328.0,True
Kohlrabi,Vegetable,1.8,54.1,1.7,4.7,10.8,58,Overripe,Small,125.5,False
Jackfruit,Fruit,3.7,57.6,2.4,0.8,7.9,92,Ripe,Large,327.2,True
French Beans,Vegetable,4.0,44.9,4.2,2.9,7.2,55,Overripe,Large,1219.6,False
Watermelon,Fruit,7.2,84.5,1.6,3.2,7.1,73,Unripe,Medium,443.8,True
Fenugreek,Vegetable,3.7,29.2,4.1,2.4,8.5,53,Unripe,Large,159.8,False
Strawberry,Fruit,4.1,43.4,1.7,3.7,11.5,97,Unripe,Medium,435.0,True
Radish,Vegetable,4.7,69.6,4.6,3.2,4.6,54,Ripe,Large,1438.9,False
Colocasia,Vegetable,0.9,51.8,2.0,1.8,7.1,50,Overripe,Medium,661.5,False
Litchi,Fruit,2.0,62.2,2.7,4.1,13.3,73,Overripe,Medium,402.2,True
Lychee,Fruit,8.9,33.3,0.8,4.6,23.3,76,Overripe,Small,142.0,True
Plum,Fruit,15.4,49.9,1.5,1.3,5.8,70,Ripe,Large,181.5,True
Yam,Vegetable,3.2,65.7,4.2,4.4,4.2,36,Overripe,Large,1254.1,False
Pumpkin,Vegetable,4.8,65.9,1.2,6.5,13.7,44,Unripe,Medium,1040.2,False
Onion,Vegetable,2.3,27.5,2.9,3.3,9.6,45,Ripe,Large,1437.4,False
Peas,Vegetable,2.0,41.2,4.5,4.2,10.6,30,Unripe,Medium,398.0,False
Tamarind,Fruit,11.6,68.9,1.5,1.2,7.8,86,Ripe,Small,484.1,True
Guava,Fruit,19.2,77.5,1.9,2.7,6.5,69,Unripe,Large,261.6,True
Plum,Fruit,10.5,65.3,1.8,2.8,23.7,59,Ripe,Medium,441.3,True
Garlic,Vegetable,1.9,62.5,4.6,7.1,4.0,45,Ripe,Medium,570.0,False
Lychee,Fruit,0.2,36.3,1.7,3.6,16.2,69,Overripe,Medium,208.9,True
Bitter Gourd,Vegetable,4.2,61.7,1.8,1.2,5.1,36,Overripe,Large,1103.5,False
Carrot,Vegetable,1.0,58.1,4.0,7.9,11.3,28,Unripe,Small,757.0,False
Sweet Corn,Vegetable,3.1,24.6,2.7,8.0,8.3,45,Unripe,Small,1021.6,False
Sapodilla,Fruit,3.1,45.2,2.4,4.5,18.5,58,Unripe,Small,234.3,True
Potato,Vegetable,5.0,47.5,3.6,7.9,13.2,30,Overripe,Small,396.4,False
Grapes,Fruit,1.9,83.6,2.3,2.5,23.0,78,Ripe,Small,399.1,True
Potato,Vegetable,1.1,41.6,2.3,7.9,7.9,26,Unripe,Medium,1398.8,False
Turnip,Vegetable,0.2,49.6,2.7,1.7,11.4,60,Ripe,Small,385.0,False
Bitter Gourd,Vegetable,1.2,59.0,2.2,2.8,12.8,59,Overripe,Small,1462.4,False
Sweet Lime,Fruit,0.2,60.9,1.6,3.2,24.6,61,Overripe,Large,151.1,True
Pumpkin,Vegetable,4.3,43.2,1.3,7.8,7.7,33,Ripe,Small,133.3,False
Garlic,Vegetable,0.7,29.0,4.8,3.3,12.8,47,Overripe,Large,1110.8,False
Fenugreek,Vegetable,0.0,46.7,1.4,4.7,8.6,23,Unripe,Medium,811.0,False
Mushrooms,Vegetable,0.0,35.2,2.0,6.6,3.2,31,Ripe,Medium,468.2,False
Avocado,Fruit,18.9,57.3,2.6,1.8,16.3,77,Overripe,Large,400.1,True
Peach,Fruit,13.2,59.3,2.9,3.4,13.9,49,Overripe,Large,421.5,True
Banana,Fruit,18.4,31.3,1.2,4.1,11.6,70,Ripe,Large,299.7,True
Orange,Fruit,17.4,36.3,1.1,3.3,24.5,63,Unripe,Medium,222.6,True
Chayote,Vegetable,3.2,60.4,2.2,5.6,12.4,39,Unripe,Large,895.1,False
Radish,Vegetable,2.1,29.6,1.2,5.6,12.4,32,Unripe,Medium,207.1,False
Strawberry,Fruit,5.6,93.2,1.3,4.0,8.9,81,Overripe,Small,445.2,True
Litchi,Fruit,7.4,57.1,0.5,3.5,24.3,87,Overripe,Medium,289.7,True
Carrot,Vegetable,1.5,39.1,2.6,6.4,5.9,33,Ripe,Medium,1155.3,False
French Beans,Vegetable,3.4,41.4,1.5,3.9,6.0,47,Overripe,Medium,316.6,False
Watermelon,Fruit,12.1,85.3,2.6,4.8,19.1,94,Overripe,Medium,76.2,True
Avocado,Fruit,12.2,73.4,1.8,0.9,5.5,90,Overripe,Large,162.6,True
Litchi,Fruit,1.7,72.7,0.7,3.6,7.6,89,Unripe,Small,120.1,True
Coriander Leaves,Vegetable,3.5,58.8,3.0,4.8,6.2,48,Unripe,Small,238.5,False
Beetroot,Vegetable,0.8,33.2,1.1,6.2,7.7,46,Unripe,Medium,912.1,False
Tamarind,Fruit,5.5,31.5,1.9,2.0,13.8,84,Overripe,Small,383.1,True
Litchi,Fruit,13.0,55.6,2.0,3.8,18.8,68,Overripe,Small,208.5,True
Orange,Fruit,10.7,74.9,2.0,4.4,8.9,91,Unripe,Small,318.2,True
Banana,Fruit,17.0,66.8,1.0,2.3,20.7,74,Ripe,Large,81.1,True
Tamarind,Fruit,9.0,65.8,2.7,4.0,5.0,45,Ripe,Small,280.2,True
Carrot,Vegetable,0.7,32.3,2.2,2.7,12.3,50,Ripe,Small,422.5,False
Bottle Gourd,Vegetable,2.9,69.7,2.4,4.6,7.6,33,Unripe,Medium,1257.6,False
Peas,Vegetable,0.5,66.9,3.5,4.2,4.3,40,Ripe,Large,304.1,False
Onion,Vegetable,2.9,28.3,2.0,5.8,5.1,33,Overripe,Small,1127.0,False
Sweet Lime,Fruit,4.1,81.8,2.7,3.4,9.0,93,Unripe,Medium,57.1,True
Apple,Fruit,10.7,39.6,2.7,1.0,12.0,93,Overripe,Large,159.6,True
Bottle Gourd,Vegetable,3.2,69.4,1.7,4.2,7.0,39,Overripe,Large,1072.0,False
Okra,Vegetable,3.1,58.6,1.5,3.7,11.0,53,Ripe,Medium,266.2,False
Strawberry,Fruit,4.8,53.6,0.8,1.2,20.0,85,Overripe,Medium,74.0,True
French Beans,Vegetable,0.3,41.3,4.6,3.5,9.5,49,Unripe,Large,694.8,False
Dragon Fruit,Fruit,16.7,32.6,1.5,5.0,8.7,54,Overripe,Medium,336.3,True
Litchi,Fruit,18.7,38.5,1.4,1.6,11.2,78,Overripe,Small,177.7,True
Orange,Fruit,13.1,84.3,1.4,3.1,10.2,74,Overripe,Medium,98.5,True
Orange,Fruit,8.7,60.3,1.0,1.7,15.7,45,Overripe,Large,389.1,True
Avocado,Fruit,14.0,85.4,1.6,4.3,18.4,73,Unripe,Medium,161.6,True
Radish,Vegetable,2.4,62.7,1.1,6.6,14.1,47,Ripe,Small,1311.7,False
Fig,Fruit,9.3,57.8,1.4,0.7,22.4,81,Ripe,Large,105.5,True
Tomato,Vegetable,2.9,20.5,3.4,7.0,7.5,51,Ripe,Medium,1082.0,False
Onion,Vegetable,4.6,38.1,1.8,4.0,12.8,27,Overripe,Medium,641.2,False
Fig,Fruit,12.9,66.9,2.4,1.2,10.8,96,Unripe,Small,171.7,True
Kohlrabi,Vegetable,4.6,26.1,2.8,4.6,12.4,39,Overripe,Small,529.7,False
Ginger,Vegetable,1.0,68.8,1.8,2.0,7.5,55,Overripe,Medium,763.2,False
Tomato,Vegetable,4.5,64.9,2.6,2.0,3.8,37,Unripe,Medium,843.3,False
Custard Apple,Fruit,4.9,94.9,2.8,0.7,12.2,56,Unripe,Medium,104.7,True
Turnip,Vegetable,1.4,34.3,3.8,7.2,9.2,58,Ripe,Large,1006.3,False
Mushrooms,Vegetable,4.8,36.4,1.5,4.8,13.9,41,Overripe,Large,264.5,False
Dragon Fruit,Fruit,7.8,60.1,0.6,1.0,10.8,76,Unripe,Small,203.7,True
Bitter Gourd,Vegetable,3.9,64.4,3.6,7.3,7.5,58,Overripe,Small,1358.2,False
Papaya,Fruit,4.6,52.4,2.2,1.1,18.6,92,Ripe,Large,162.8,True
Tamarind,Fruit,10.5,48.1,1.8,3.0,19.4,77,Unripe,Large,278.0,True
Apple,Fruit,16.8,47.7,0.7,1.3,15.8,47,Overripe,Medium,351.6,True
Pineapple,Fruit,7.8,38.7,1.5,2.3,18.4,45,Unripe,Medium,448.0,True
Tamarind,Fruit,7.2,89.6,2.9,2.1,16.9,64,Ripe,Small,66.2,True
Dragon Fruit,Fruit,6.7,39.4,0.5,2.0,23.3,83,Unripe,Medium,348.2,True
Guava,Fruit,18.3,50.7,2.6,2.1,24.2,50,Unripe,Large,135.8,True
Okra,Vegetable,0.1,51.4,4.0,5.1,6.7,51,Overripe,Medium,621.8,False
Pineapple,Fruit,4.2,33.0,1.7,3.0,16.6,55,Overripe,Large,464.1,True
Banana,Fruit,13.4,69.7,1.4,2.6,22.6,62,Unripe,Small,413.2,True
Spinach,Vegetable,2.8,57.7,1.4,3.6,9.7,39,Unripe,Small,1232.8,False
Sweet Lime,Fruit,0.3,48.3,1.0,2.3,9.5,62,Unripe,Small,411.5,True
Mango,Fruit,17.0,65.9,2.5,3.4,9.2,93,Overripe,Large,329.9,True
Plum,Fruit,2.1,36.0,1.7,1.5,24.1,57,Ripe,Large,472.4,True
Gooseberry,Fruit,15.0,34.0,1.2,4.3,18.9,72,Overripe,Small,330.4,True
Yam,Vegetable,3.0,33.7,1.5,5.8,9.0,45,Overripe,Small,1236.2,False
Avocado,Fruit,14.9,60.7,1.4,4.7,24.8,88,Unripe,Large,200.6,True
Watermelon,Fruit,8.4,93.3,1.4,3.5,13.0,84,Overripe,Large,322.4,True
Onion,Vegetable,0.5,20.4,1.2,6.0,5.9,23,Ripe,Medium,572.8,False
Banana,Fruit,12.6,80.4,2.5,1.6,22.3,83,Unripe,Medium,308.4,True
Gooseberry,Fruit,2.1,52.1,1.7,2.6,20.2,99,Unripe,Small,297.5,True
Fenugreek,Vegetable,4.1,51.6,1.0,1.5,15.0,29,Unripe,Small,500.0,False
Grapes,Fruit,3.1,68.0,1.9,2.8,20.3,72,Overripe,Large,465.9,True
Spinach,Vegetable,1.3,35.8,4.2,5.2,12.4,53,Overripe,Large,776.0,False
Brinjal,Vegetable,2.3,52.5,4.9,6.6,12.2,37,Unripe,Small,1095.8,False
Cabbage,Vegetable,1.3,27.0,4.9,3.6,8.5,52,Unripe,Large,1098.3,False
Papaya,Fruit,14.0,45.7,2.6,0.8,10.6,80,Overripe,Medium,160.3,True
Plum,Fruit,0.9,69.8,0.6,1.6,20.3,79,Unripe,Large,262.4,True
Bottle Gourd,Vegetable,4.8,20.3,2.0,6.4,5.0,29,Ripe,Medium,247.4,False
Pineapple,Fruit,8.3,51.6,2.5,3.7,21.7,85,Unripe,Medium,192.9,True
Drumstick,Vegetable,2.3,42.4,1.2,4.7,5.0,25,Unripe,Small,324.4,False
Peach,Fruit,4.3,69.6,1.5,4.6,19.2,53,Overripe,Small,351.3,True
Radish,Vegetable,0.6,39.7,3.7,5.3,12.5,50,Overripe,Large,518.6,False
Sweet Corn,Vegetable,4.0,37.3,4.6,4.4,5.1,22,Unripe,Medium,800.7,False
Potato,Vegetable,2.8,58.9,2.2,1.2,9.6,23,Unripe,Small,609.3,False
Banana,Fruit,13.2,69.8,1.1,0.8,21.5,67,Overripe,Large,346.9,True
Onion,Vegetable,4.9,57.7,4.3,2.0,3.6,33,Overripe,Medium,606.2,False
Pineapple,Fruit,17.2,32.0,0.5,3.5,13.1,69,Overripe,Large,352.0,True
Peach,Fruit,12.4,67.5,1.1,3.0,24.7,62,Ripe,Small,298.8,True
Jackfruit,Fruit,7.1,43.5,0.6,3.1,18.0,98,Unripe,Large,456.4,True
Colocasia,Vegetable,0.5,55.9,1.9,4.8,6.9,51,Overripe,Medium,689.0,False
Jackfruit,Fruit,16.9,63.6,1.5,4.5,21.2,89,Overripe,Medium,413.2,True
Litchi,Fruit,12.1,46.9,2.2,4.1,11.4,95,Overripe,Medium,343.9,True
Carrot,Vegetable,0.0,64.1,2.9,7.9,12.6,44,Overripe,Medium,184.2,False
Mushrooms,Vegetable,4.2,65.2,2.6,1.7,14.4,25,Overripe,Medium,350.3,False
Pumpkin,Vegetable,1.2,32.0,4.4,7.9,13.0,32,Ripe,Large,1295.6,False
Guava,Fruit,7.5,82.9,2.8,0.8,7.6,90,Ripe,Small,208.0,True
Banana,Fruit,12.3,35.4,3.0,0.9,23.5,88,Ripe,Medium,139.1,True
Spinach,Vegetable,3.8,53.8,4.7,3.7,5.0,36,Ripe,Large,716.8,False
Mushrooms,Vegetable,4.0,57.8,4.1,5.5,13.4,40,Overripe,Medium,440.1,False
Sapodilla,Fruit,13.6,62.3,2.4,3.5,15.1,50,Overripe,Small,188.4,True
Yam,Vegetable,2.6,60.4,3.6,1.2,6.1,24,Unripe,Small,968.7,False
Strawberry,Fruit,17.9,68.6,1.0,3.0,15.7,89,Ripe,Small,226.6,True
Apple,Fruit,1.0,75.8,1.5,3.0,21.3,66,Ripe,Medium,178.2,True
Lychee,Fruit,1.1,52.8,3.0,3.2,7.9,100,Ripe,Small,70.0,True
Guava,Fruit,3.7,96.8,1.6,2.1,16.1,56,Overripe,Large,236.6,True
Lychee,Fruit,18.0,57.0,2.3,4.7,12.8,61,Overripe,Small,467.4,True
Spinach,Vegetable,4.9,24.5,4.8,5.6,12.7,32,Overripe,Small,1483.4,False
Ginger,Vegetable,1.4,45.9,2.2,5.1,12.2,30,Ripe,Small,1104.1,False
Carrot,Vegetable,2.8,57.9,1.5,5.6,12.4,50,Unripe,Small,1216.3,False
Ginger,Vegetable,3.5,25.5,2.8,2.9,8.2,35,Unripe,Large,532.9,False
Avocado,Fruit,2.3,63.8,1.0,4.3,15.6,65,Unripe,Large,228.3,True
Sweet Lime,Fruit,9.7,83.6,0.9,1.5,13.4,47,Unripe,Large,446.3,True
Mushrooms,Vegetable,0.4,60.3,4.9,2.7,14.8,22,Unripe,Large,142.4,False
Mushrooms,Vegetable,2.7,51.4,1.7,6.3,3.6,44,Ripe,Medium,1218.1,False
Beetroot,Vegetable,4.6,69.2,4.0,3.1,14.0,21,Overripe,Small,1383.8,False
Pineapple,Fruit,0.1,55.7,2.5,4.5,18.9,45,Overripe,Small,277.4,True
Cauliflower,Vegetable,2.7,50.0,1.5,6.4,6.9,31,Unripe,Small,1384.2,False
Mushrooms,Vegetable,4.7,24.8,3.5,3.0,4.8,48,Ripe,Large,593.7,False
Orange,Fruit,1.8,47.7,0.8,4.2,5.0,85,Ripe,Small,391.0,True
Avocado,Fruit,12.5,44.6,2.0,4.0,16.3,82,Ripe,Medium,214.7,True
Spinach,Vegetable,3.8,32.2,3.3,2.0,9.5,59,Unripe,Medium,1173.5,False
Watermelon,Fruit,14.3,91.9,1.5,0.8,17.0,45,Unripe,Large,367.4,True
Banana,Fruit,17.7,81.2,2.0,5.0,23.7,55,Overripe,Medium,355.6,True
Carrot,Vegetable,2.0,22.2,1.6,2.0,10.2,28,Unripe,Small,294.3,False
Brinjal,Vegetable,4.5,69.2,2.1,5.2,11.9,25,Overripe,Medium,983.9,False
Litchi,Fruit,1.5,73.4,1.3,1.7,21.7,57,Overripe,Large,110.5,True
Guava,Fruit,19.0,89.1,0.7,3.9,16.0,74,Overripe,Medium,432.3,True
Pumpkin,Vegetable,4.4,62.8,1.4,5.5,12.1,32,Unripe,Small,433.6,False
Jackfruit,Fruit,14.6,61.7,2.2,2.3,8.4,67,Ripe,Large,205.2,True
Lychee,Fruit,14.5,40.2,2.6,2.4,24.3,46,Ripe,Medium,190.0,True
Guava,Fruit,13.3,77.9,0.6,1.5,14.4,40,Unripe,Small,190.7,True
Pomegranate,Fruit,14.9,49.5,1.6,4.9,16.1,84,Unripe,Large,215.3,True
Tamarind,Fruit,1.1,51.2,1.1,4.3,18.0,67,Unripe,Small,169.7,True
Potato,Vegetable,2.4,34.3,4.6,3.0,3.0,37,Overripe,Large,333.8,False
Fig,Fruit,17.3,87.2,1.3,2.4,5.4,70,Unripe,Small,56.6,True
Custard Apple,Fruit,16.4,75.7,2.1,2.3,21.5,71,Ripe,Small,487.0,True
Carrot,Vegetable,3.4,38.8,4.4,5.6,8.7,57,Ripe,Small,609.5,False
Potato,Vegetable,4.6,37.3,2.5,1.8,3.9,56,Unripe,Medium,1439.1,False
Pumpkin,Vegetable,0.3,39.4,3.4,4.8,4.2,42,Overripe,Medium,1407.6,False
Chayote,Vegetable,0.9,28.6,2.4,3.5,14.2,53,Ripe,Small,292.4,False
Watermelon,Fruit,1.2,44.0,2.2,4.8,18.3,52,Ripe,Small,344.0,True
Orange,Fruit,6.0,38.5,2.2,0.5,24.4,69,Ripe,Small,88.3,True
Jackfruit,Fruit,18.2,54.3,1.8,0.9,18.7,87,Unripe,Large,378.5,True
Onion,Vegetable,1.9,49.0,3.1,5.7,5.1,39,Overripe,Medium,742.4,False
Pumpkin,Vegetable,4.7,69.0,3.9,6.4,14.3,37,Overripe,Medium,861.6,False
Jackfruit,Fruit,15.1,98.0,1.8,1.4,7.5,70,Overripe,Small,487.3,True
Pumpkin,Vegetable,2.4,31.9,4.8,6.5,14.5,37,Ripe,Medium,1080.4,False
Cabbage,Vegetable,2.1,27.2,2.6,4.8,11.4,20,Unripe,Medium,177.4,False
Turnip,Vegetable,0.9,31.4,1.7,1.5,3.4,48,Overripe,Small,483.8,False
Coriander Leaves,Vegetable,1.5,44.2,1.6,1.6,3.1,52,Ripe,Large,874.4,False
Guava,Fruit,4.6,60.7,2.1,4.0,20.7,80,Ripe,Medium,198.4,True
Potato,Vegetable,4.9,28.8,1.7,2.5,14.8,53,Unripe,Small,319.0,False
Cabbage,Vegetable,2.5,48.4,4.1,7.0,12.2,30,Unripe,Medium,925.1,False
Beetroot,Vegetable,0.8,33.7,4.8,4.4,11.5,20,Unripe,Medium,1226.2,False
Watermelon,Fruit,10.3,36.3,1.1,1.8,17.7,89,Unripe,Large,146.8,True
Dragon Fruit,Fruit,4.0,64.6,0.9,1.7,6.6,42,Unripe,Large,429.1,True
Gooseberry,Fruit,16.0,81.3,0.9,3.9,18.4,94,Ripe,Medium,201.8,True
Plum,Fruit,17.6,81.3,1.7,1.0,22.8,81,Overripe,Small,428.2,True
Kohlrabi,Vegetable,0.0,51.8,4.6,1.4,12.4,40,Unripe,Medium,360.4,False
Tomato,Vegetable,2.9,61.0,5.0,2.5,4.7,27,Ripe,Small,720.1,False
Pineapple,Fruit,19.2,60.9,2.2,1.9,7.3,71,Ripe,Large,359.5,True
Avocado,Fruit,8.7,40.3,0.7,1.1,20.4,67,Unripe,Medium,296.3,True
Beetroot,Vegetable,0.2,42.6,4.4,5.6,6.5,36,Overripe,Small,530.8,False
Potato,Vegetable,1.1,49.2,3.0,6.6,8.3,20,Unripe,Medium,976.7,False
Peas,Vegetable,1.8,65.8,3.6,3.5,9.5,56,Ripe,Large,1489.9,False
Sapodilla,Fruit,6.6,35.8,1.6,1.6,16.8,58,Unripe,Large,424.3,True
Guava,Fruit,0.4,33.9,0.8,3.8,13.1,52,Overripe,Medium,239.7,True
Ginger,Vegetable,4.6,43.1,3.7,6.6,5.8,50,Ripe,Medium,1013.3,False
Mushrooms,Vegetable,3.4,29.0,3.9,7.8,6.3,56,Ripe,Large,279.1,False
Chayote,Vegetable,2.3,41.9,3.4,3.0,6.7,22,Unripe,Medium,655.6,False
Watermelon,Fruit,3.0,74.8,1.2,2.0,12.1,85,Ripe,Large,391.0,True
Ginger,Vegetable,2.0,53.9,4.7,5.9,6.4,22,Ripe,Medium,357.2,False
Litchi,Fruit,11.5,46.5,2.4,4.5,5.0,92,Unripe,Medium,199.4,True
Apple,Fruit,5.0,45.2,1.8,2.9,17.4,72,Overripe,Large,105.6,True
Dragon Fruit,Fruit,9.7,37.1,0.7,2.6,17.4,44,Unripe,Large,421.6,True
Strawberry,Fruit,5.9,81.3,2.8,3.4,15.5,83,Unripe,Medium,77.7,True
Sweet Lime,Fruit,19.2,42.5,1.9,3.1,15.1,64,Unripe,Large,155.4,True
Yam,Vegetable,0.4,46.6,4.9,6.4,13.7,46,Overripe,Small,668.6,False
Jackfruit,Fruit,2.9,56.2,2.1,2.6,21.3,81,Overripe,Small,376.8,True
Cauliflower,Vegetable,2.5,34.7,2.2,5.2,12.9,20,Unripe,Medium,1080.1,False
Plum,Fruit,9.1,90.5,1.0,3.7,8.2,43,Overripe,Small,163.7,True
Orange,Fruit,14.0,59.4,0.9,4.8,9.3,83,Unripe,Small,240.9,True
Pomegranate,Fruit,2.4,96.2,1.7,4.7,14.6,55,Ripe,Medium,424.8,True
Banana,Fruit,3.7,48.6,2.8,2.4,10.8,49,Overripe,Large,468.4,True
Coriander Leaves,Vegetable,4.7,20.1,3.6,4.6,3.5,41,Overripe,Medium,380.7,False
Bottle Gourd,Vegetable,1.2,42.3,2.6,6.1,12.5,53,Overripe,Small,1045.9,False
Garlic,Vegetable,4.8,49.1,2.8,1.2,4.1,41,Overripe,Small,559.0,False
Beetroot,Vegetable,3.8,48.7,1.8,4.4,9.3,22,Unripe,Medium,1151.0,False
Colocasia,Vegetable,1.3,30.4,1.5,2.0,10.4,44,Overripe,Medium,1105.5,False
Ginger,Vegetable,0.6,27.2,2.3,5.9,3.7,30,Unripe,Medium,574.2,False
Ginger,Vegetable,0.2,53.1,4.2,4.7,7.5,28,Overripe,Large,338.9,False
Banana,Fruit,9.0,89.9,2.9,2.2,7.7,53,Unripe,Medium,355.4,True
Bitter Gourd,Vegetable,3.4,27.3,4.3,2.5,12.4,56,Ripe,Large,814.9,False
Plum,Fruit,8.5,42.9,3.0,1.2,18.2,44,Ripe,Small,52.1,True
Pumpkin,Vegetable,3.5,40.3,2.2,7.3,6.0,37,Ripe,Small,940.5,False
Drumstick,Vegetable,4.9,67.9,2.6,4.6,7.5,36,Overripe,Medium,162.6,False
Apple,Fruit,11.6,85.0,2.7,3.5,5.2,74,Ripe,Small,491.9,True
Plum,Fruit,17.7,36.4,0.6,2.3,8.4,74,Overripe,Medium,181.7,True
Pineapple,Fruit,19.5,99.6,1.8,2.7,6.2,76,Unripe,Small,265.3,True
Avocado,Fruit,17.5,75.2,1.1,3.3,8.2,56,Unripe,Small,353.4,True
Beetroot,Vegetable,4.3,37.9,4.5,6.6,11.5,42,Unripe,Small,255.1,False
Banana,Fruit,0.1,79.6,2.1,3.6,17.9,96,Ripe,Small,374.7,True
Papaya,Fruit,19.4,92.6,1.6,3.2,24.5,44,Unripe,Large,158.7,True
Brinjal,Vegetable,4.6,20.1,3.7,7.6,5.3,39,Overripe,Medium,959.0,False
Yam,Vegetable,2.9,64.6,2.3,4.5,11.0,25,Ripe,Small,1021.0,False
Pomegranate,Fruit,18.9,44.1,2.1,3.2,21.1,87,Overripe,Medium,133.8,True
Gooseberry,Fruit,2.0,81.1,1.4,5.0,20.4,88,Overripe,Medium,324.3,True
Okra,Vegetable,1.6,42.5,3.2,4.7,6.3,57,Ripe,Medium,448.1,False
Peas,Vegetable,3.1,59.0,2.7,2.9,10.0,21,Ripe,Large,304.1,False
Mango,Fruit,16.8,83.1,1.0,1.2,20.9,76,Unripe,Medium,367.0,True
Mushrooms,Vegetable,2.8,33.6,1.9,7.9,14.2,28,Ripe,Small,912.0,False
Drumstick,Vegetable,1.6,60.3,3.0,3.7,11.8,35,Ripe,Medium,1191.5,False
Pear,Fruit,0.9,86.5,2.2,1.5,15.2,59,Unripe,Large,482.4,True
Grapes,Fruit,8.6,55.2,1.7,2.8,12.0,100,Overripe,Large,236.3,True
Coriander Leaves,Vegetable,0.3,56.2,3.3,5.4,4.5,58,Ripe,Medium,1446.6,False
Bitter Gourd,Vegetable,3.4,58.4,2.1,3.5,6.3,51,Overripe,Medium,727.1,False
Peas,Vegetable,1.2,36.2,2.4,5.5,6.5,48,Unripe,Large,925.0,False
Onion,Vegetable,2.5,49.9,3.8,1.5,11.0,22,Unripe,Large,287.2,False
Jackfruit,Fruit,5.1,86.1,1.7,0.7,10.2,50,Overripe,Large,400.5,True
Garlic,Vegetable,4.0,28.8,1.3,3.8,8.5,42,Unripe,Large,1494.4,False
French Beans,Vegetable,0.4,48.8,3.7,7.0,6.0,41,Unripe,Medium,726.4,False
Banana,Fruit,9.9,72.0,2.3,1.5,22.8,46,Overripe,Large,225.7,True
Pineapple,Fruit,14.6,43.8,1.8,2.1,10.7,60,Unripe,Medium,100.0,True
Ginger,Vegetable,0.9,47.7,3.8,4.2,9.7,55,Ripe,Small,1147.2,False
Kohlrabi,Vegetable,4.9,61.2,2.6,1.7,11.4,55,Ripe,Small,307.9,False
Potato,Vegetable,4.9,48.6,3.1,1.6,12.4,27,Ripe,Small,505.0,False
Coriander Leaves,Vegetable,3.8,67.1,4.7,7.8,13.7,41,Ripe,Medium,1274.4,False
French Beans,Vegetable,0.8,50.2,1.3,6.1,12.9,29,Unripe,Large,1421.1,False
Mango,Fruit,8.7,42.6,2.0,4.1,22.6,99,Unripe,Medium,215.8,True
Mushrooms,Vegetable,0.6,68.5,2.5,7.3,10.1,31,Unripe,Small,460.1,False
Bitter Gourd,Vegetable,2.2,31.7,2.3,7.4,7.1,28,Unripe,Medium,584.6,False
